optimizer,num_channels,learning_rate,epochs,batch_size,use_residuals,use_bottleneck,shortcut_activation,reg_shortcut,reg_module,output_activation,num_filters,nr_modules,module_output_activation,module_activation,l2_r,l1_r,kernel_size,bottleneck_size,train_loss,train_accuracy,train_precision,train_recall,val_loss,val_accuracy,val_precision,val_recall
rmsprop,3,0.001,50,256,True,True,relu,False,False,sigmoid,38,18,linear,linear,0.01,0.1,40,36,0.6832581758499146,0.4834232926368713,0.4629020690917969,0.3129367530345917,0.6856179237365723,0.482528418302536,0.4622621238231659,0.3118419051170349
rmsprop,3,0.1,50,512,True,True,relu,False,True,sigmoid,54,15,softmax,linear,0.01,0.0001,60,28,,,,,,,,
adam,3,0.01,50,512,True,False,sigmoid,False,True,sigmoid,30,21,tanh,tanh,0.001,0.001,50,28,26.488468170166016,0.4958656430244446,0.4939498901367187,0.9944961071014404,26.488473892211918,0.4955150485038757,0.4941622912883758,0.993836224079132
sgd,3,0.1,50,1024,True,True,relu,True,True,sigmoid,34,33,linear,linear,0.0,0.0,30,32,0.693610668182373,0.5214412808418274,0.5110060572624207,0.6619048714637756,0.692946195602417,0.520432710647583,0.5095384120941162,0.6610143780708313
sgd,3,0.01,50,512,False,True,relu,False,True,sigmoid,26,6,relu,sigmoid,0.0001,0.01,20,48,0.9084340929985046,0.5077412128448486,0.0,0.0,0.90849632024765,0.5070891380310059,0.0,0.0
adam,3,0.01,50,1024,True,False,sigmoid,False,False,sigmoid,48,30,relu,tanh,0.0001,0.001,40,38,,,,,,,,
sgd,3,0.01,50,1024,True,True,relu,False,False,sigmoid,42,24,relu,linear,0.0,0.0001,30,30,0.6938045620918274,0.5040929317474365,0.4909869432449341,0.2074409127235412,0.693434476852417,0.5032301545143127,0.4884998202323913,0.2173846662044525
adam,3,0.1,50,128,False,True,relu,True,True,sigmoid,34,15,tanh,softmax,0.0,0.01,60,38,,,,,,,,
adam,3,0.1,50,512,False,True,relu,True,True,sigmoid,36,3,relu,softmax,0.0001,0.0001,70,42,2.150540351867676,0.5075701475143433,0.0,0.0,2.1505937576293945,0.5070891380310059,0.0,0.0
adam,3,0.01,50,256,True,True,relu,False,True,sigmoid,28,6,sigmoid,linear,0,0.1,50,50,,,,,,,,
rmsprop,3,0.01,50,256,False,True,relu,False,True,sigmoid,48,6,sigmoid,relu,0.001,0,70,52,0.8789806365966797,0.5081391930580139,0.0,0.0,0.8794420957565308,0.507599413394928,0.0,0.0
rmsprop,3,0.001,50,512,True,False,tanh,False,True,sigmoid,36,18,softmax,linear,0.0001,0.1,50,30,1133.8572998046875,0.5151260495185852,0.5048357248306274,0.7979674935340881,1133.857421875,0.5077401399612427,0.500414252281189,0.79776930809021
adam,3,0.01,50,1024,True,True,sigmoid,False,True,sigmoid,28,15,sigmoid,linear,0.01,0.1,20,48,,,,,,,,
rmsprop,3,0.1,50,1024,False,True,relu,False,False,sigmoid,48,9,relu,softmax,0,0.0001,30,30,0.6938332915306091,0.5074821710586548,0.0,0.0,0.6936973929405212,0.5082632303237915,0.0,0.0
adam,3,0.1,50,512,True,False,relu,False,True,sigmoid,40,6,relu,linear,0,0.1,70,28,,,,,,,,
sgd,3,0.001,50,512,True,False,relu,False,True,sigmoid,52,12,relu,relu,0.001,0.01,50,44,928.4778442382812,0.5035355687141418,0.4961531162261963,0.5396554470062256,928.4600219726562,0.5049912929534912,0.49801886081695557,0.5349280834197998
adam,3,0.001,50,512,True,False,tanh,True,True,sigmoid,36,21,relu,linear,0.0001,0.1,20,40,266.2214050292969,0.5076271891593933,0.0,0.0,266.2213134765625,0.5070891380310059,0.0,0.0
adam,3,0.001,50,256,True,False,relu,False,False,sigmoid,36,6,linear,softmax,0.1,0.0001,30,48,0.6412801742553711,0.5849147439002991,0.5538167953491211,0.8041576147079468,0.6848721504211426,0.562713086605072,0.5392156839370728,0.7695081233978271
sgd,3,0.1,50,512,True,True,relu,False,True,sigmoid,48,18,relu,relu,0.001,0.0001,20,42,10.030069351196289,0.5171361565589905,0.5073531270027161,0.6643115878105164,10.032962799072266,0.5201099514961243,0.5101374387741089,0.6646609902381897
rmsprop,3,0.01,50,128,False,False,relu,False,True,sigmoid,48,6,relu,linear,0.01,0.01,30,48,890.3944091796875,0.508025586605072,0.0,0.0,890.3936767578125,0.507599413394928,0.0,0.0
sgd,3,0.001,50,512,False,True,relu,False,True,sigmoid,52,30,tanh,linear,0.0001,0,20,44,1.3852709531784058,0.5006415247917175,0.49272653460502625,0.49648040533065796,1.3856091499328613,0.4991319477558136,0.4918926954269409,0.4897270202636719
rmsprop,3,0.01,50,1024,True,True,relu,True,True,sigmoid,50,33,tanh,linear,0.1,0.1,50,32,3431.529052734375,0.4923885464668274,0.4923885464668274,1.0,3431.52734375,0.4917367696762085,0.4917367696762085,1.0
rmsprop,3,0.001,50,512,False,False,relu,True,False,sigmoid,46,1,relu,linear,0.01,0.01,50,26,0.6580712795257568,0.5801494121551514,0.5619326233863831,0.6669756174087524,0.6804651618003845,0.576171875,0.5591477751731873,0.662459671497345
